Week,Date,Time,Away Team,Home Team,Away Team Weekly Rest,Home Team Weekly Rest,Weekly Away Rest Advantage,Weekly Home Rest Advantage,Away Cumulative Rest Advantage,Home Cumulative Rest Advantage,Actual Stadium,Back to Back Away Games,Away Team Current Week Cumulative Rest Advantage,Home Team Current Week Cumulative Rest Advantage,Away Team Division,Away Stadium,Away Stadium Latitude,Away Stadium Longitude,Away Stadium TimeZone,Home Team Division,Home Stadium,Home Stadium Latitude,Home Stadium Longitude,Home Stadium TimeZone,Actual Stadium Latitude,Actual Stadium Longitude,Actual Stadium TimeZone,Away Travel Distance,Home Travel Distance,Away Travel Advantage,Home Travel Advantage,Away Timezone Change,Home Timezone Change,Away Previous Game Actual Stadium TimeZone,Home Previous Game Actual Stadium TimeZone,Away Weekly Timezone Difference,Home Weekly Timezone Difference,Adjusted Away Timezone Change,Adjusted Home Timezone Change,Away Timezone Advantage,Home Timezone Advantage,Away Team Preseason Rank,Home Team Preseason Rank,Preseason Winner,Preseason Difference,Away Team Adjusted Preseason Rank,Home Team Adjusted Preseason Rank,Adjusted Preseason Winner,Adjusted Preseason Difference,Away Team Current Rank,Home Team Current Rank,Current Winner,Current Difference,Away Team Adjusted Current Rank,Home Team Adjusted Current Rank,Adjusted Current Winner,Adjusted Current Difference,Same Winner?,Home Team Winner?,Divisional Matchup?,Home Team 3 games in 10 days,Away Team 3 games in 10 days,Home Team 4 games in 17 days,Away Team 4 games in 17 days,Away Team Short Rest,Away Team Spread,Home Team Spread,Away Team Moneyline,Home Team Moneyline,Away Team Implied Odds to Win,Home team Implied Odds to Win,Away Team Fair Odds,Home Team Fair Odds,Away Team Expected Win Advantage,Home Team Expected Win Advantage,Away Team Cumulative Win Percentage,Home Team Cumulative Win Percentage,Away Team Star Rating,Home Team Star Rating,Away Team Thanksgiving Favorite,Home Team Thanksgiving Favorite,Away Team Christmas Favorite,Home Team Christmas Favorite,Divisional Matchup Boolean,Adjusted Home Points,Adjusted Away Points,Spread,Favorite,Underdog,Adjusted Spread,Away Pick %,Away Away Matchup,Away Divisional Matchup Boolean,Home Pick %,Home Away Matchup,Home Divisional Matchup Boolean,Home Team EV,Away Team EV
Week 16,2024-12-12,8:15 pm,Los Angeles Rams,San Francisco 49ers,4.0,4.0,0.0,0.0,-1.0,-23.0,Levi's Stadium,False,22.0,-22.0,NFC West,SoFi Stadium,33.953587,-118.33963,America/Los_Angeles,NFC West,Levi's Stadium,37.713486,-122.386256,America/Los_Angeles,37.713486,-122.386256,America/Los_Angeles,344,0,-344,344,0.0,0.0,America/Los_Angeles,America/Los_Angeles,0.0,0.0,0.0,0.0,0.0,0.0,16,2,San Francisco 49ers,14,14.75,3.25,San Francisco 49ers,11.5,15.0,1.5,San Francisco 49ers,13.5,13.75,2.75,San Francisco 49ers,11.0,Same,Home Team,1,No,No,No,No,No,6.5,-6.5,356,-483,0.2193,0.8285,0.2093,0.7907,-0.205,0.205,0.0813999999999999,0.0974666666666666,4.0,4.5,False,False,False,False,1,5.5,-4.5,8.0,San Francisco 49ers,Los Angeles Rams,10.0,0.0006294276299846,1,1,0.0889431595378742,0,1,1.2286554484450576,0.40618223893054956
Week 16,2024-12-15,1:00 pm,Baltimore Ravens,New York Giants,14.0,7.0,7.0,-7.0,12.0,-1.0,MetLife Stadium,False,13.0,-13.0,AFC North,M&T Stadium,39.277969,-76.622767,America/New_York,NFC East,MetLife Stadium,40.812194,-74.076983,America/New_York,40.812194,-74.076983,America/New_York,171,0,-171,171,0.0,0.0,America/New_York,America/New_York,0.0,0.0,0.0,0.0,0.0,0.0,3,27,Baltimore Ravens,24,-4.125,34.125,Baltimore Ravens,38.25,3.0,31.0,Baltimore Ravens,28.0,-4.125,38.125,Baltimore Ravens,42.25,Same,Away Team,0,No,No,No,No,No,-6.5,6.5,-261,208,0.723,0.3247,0.6901,0.3099,0.205,-0.205,0.1235333333333333,-0.1123666666666666,5.0,1.0,False,False,True,False,0,-4.0,2.0,8.0,Baltimore Ravens,New York Giants,6.0,0.0005960679655954,1,0,7.553131559816081e-05,0,0,0.5070959888280231,1.1277416985475779
Week 16,2024-12-15,1:00 pm,Cincinnati Bengals,Tennessee Titans,6.0,7.0,-1.0,1.0,-1.0,10.0,Nissan Stadium,True,-11.0,11.0,AFC North,Paycor Stadium,39.095442,-84.516039,America/New_York,AFC South,Nissan Stadium,36.166461,-86.771289,America/Chicago,36.166461,-86.771289,America/Chicago,237,0,-237,237,1.0,0.0,America/Chicago,America/Chicago,0.0,0.0,0.0,0.0,0.0,0.0,6,20,Cincinnati Bengals,14,9.875,16.125,Cincinnati Bengals,6.25,11.0,24.0,Cincinnati Bengals,13.0,14.875,20.125,Cincinnati Bengals,5.25,Same,Away Team,0,No,No,No,No,Yes,-4.5,4.5,-142,117,0.5868,0.4608,0.5601,0.4399,0.1447,-0.1447,0.1279333333333333,-0.1077,5.0,1.0,False,False,False,False,0,-1.5,1.0,4.5,Cincinnati Bengals,Tennessee Titans,2.5,0.0028450128875307,1,0,0.0003524794727914,0,0,0.7216912402347871,0.9131464471408166
Week 16,2024-12-15,1:00 pm,Dallas Cowboys,Carolina Panthers,6.0,7.0,-1.0,1.0,2.0,3.0,Bank of America Stadium,False,-1.0,1.0,NFC East,AT&T Stadium,32.747778,-97.092778,America/Chicago,NFC South,Bank of America Stadium,35.225808,-80.852861,America/New_York,35.225808,-80.852861,America/New_York,944,0,-944,944,-1.0,0.0,America/Chicago,America/New_York,-1.0,0.0,-1.0,0.0,-1.0,0.0,9,32,Dallas Cowboys,23,12.625,29.375,Dallas Cowboys,16.75,6.0,32.0,Dallas Cowboys,26.0,9.625,29.375,Dallas Cowboys,19.75,Same,Away Team,0,No,No,No,No,Yes,-6.5,6.5,-282,224,0.7382,0.3086,0.7052,0.2948,0.205,-0.205,0.0856333333333333,-0.1223666666666666,4.0,1.0,False,False,False,False,0,-6.0,0.5,8.5,Dallas Cowboys,Carolina Panthers,6.5,0.0072963250867823,1,0,7.553131559816081e-05,0,0,0.48821889993695194,1.146618787438648
Week 16,2024-12-15,1:00 pm,Kansas City Chiefs,Cleveland Browns,7.0,7.0,0.0,0.0,1.0,3.0,Cleveland Browns Stadium,False,-2.0,2.0,AFC West,Arrowhead Stadium,39.048786,-94.484566,America/Chicago,AFC North,Cleveland Browns Stadium,41.506022,-81.699564,America/New_York,41.506022,-81.699564,America/New_York,694,0,-694,694,-1.0,0.0,America/Chicago,America/New_York,-1.0,0.0,-1.0,0.0,-1.0,0.0,1,17,Kansas City Chiefs,16,3.75,15.25,Kansas City Chiefs,11.5,1.0,20.0,Kansas City Chiefs,19.0,3.75,18.25,Kansas City Chiefs,14.5,Same,Away Team,0,No,No,No,No,No,-3.0,3.0,-164,135,0.6212,0.4255,0.5935,0.4065,0.0635,-0.0635,0.1354999999999999,-0.0746666666666666,5.0,1.5,False,False,True,False,0,1.0,4.0,5.0,Kansas City Chiefs,Cleveland Browns,3.0,0.0027191273615337,1,0,3.2730236759203016e-05,0,0,0.667233174580618,0.9676045127949876
Week 16,2024-12-15,1:00 pm,Miami Dolphins,Houston Texans,7.0,14.0,-7.0,7.0,-2.0,3.0,NRG Stadium,False,-5.0,5.0,AFC East,Hard Rock Stadium,25.957919,-80.238842,America/New_York,AFC South,NRG Stadium,29.684781,-95.410956,America/Chicago,29.684781,-95.410956,America/Chicago,961,0,-961,961,1.0,0.0,America/New_York,America/New_York,1.0,1.0,1.0,0.0,1.0,0.0,12,7,Houston Texans,5,20.125,-2.125,Houston Texans,22.25,11.0,8.0,Houston Texans,3.0,19.125,-1.125,Houston Texans,20.25,Same,Home Team,0,No,No,No,No,No,2.5,-2.5,327,-436,0.2342,0.8134,0.2235,0.7765,-0.0635,0.0635,-0.0455,-0.0314,2.0,2.0,False,False,False,False,0,4.5,-5.0,7.5,Houston Texans,Miami Dolphins,9.5,0.0003147138149923,1,0,0.1391312010423321,0,0,1.16531528644089,0.46952240093471415
Week 16,2024-12-15,1:00 pm,New York Jets,Jacksonville Jaguars,7.0,7.0,0.0,0.0,8.0,3.0,Everbank Stadium,True,5.0,-5.0,AFC East,MetLife Stadium,40.812194,-74.076983,America/New_York,AFC South,Everbank Stadium,30.323925,-81.637356,America/New_York,30.323925,-81.637356,America/New_York,839,0,-839,839,0.0,0.0,America/New_York,America/Chicago,0.0,-1.0,0.0,0.0,0.0,0.0,11,18,New York Jets,7,11.875,17.125,New York Jets,5.25,13.0,17.0,New York Jets,4.0,13.875,16.125,New York Jets,2.25,Same,Away Team,0,No,No,No,No,No,-1.0,1.0,156,-191,0.3906,0.6564,0.3731,0.6269,0.0108,-0.0108,0.0382,0.0385333333333333,3.5,3.5,False,False,False,False,0,0.5,0.0,1.5,Jacksonville Jaguars,New York Jets,3.5,2.5177105199386935e-05,1,0,0.0130417404932824,0,0,1.0124209534331652,0.622416733942444
Week 16,2024-12-15,1:00 pm,Washington Commanders,New Orleans Saints,14.0,7.0,7.0,-7.0,-2.0,-9.0,Caesars Superdome,False,7.0,-7.0,NFC East,FedExField,38.907697,-76.864517,America/New_York,NFC South,Caesars Superdome,29.950931,-90.081364,America/Chicago,29.950931,-90.081364,America/Chicago,972,0,-972,972,1.0,0.0,America/New_York,America/New_York,1.0,1.0,1.0,0.0,1.0,0.0,25,23,New Orleans Saints,2,17.625,29.375,Washington Commanders,11.75,28.0,16.0,New Orleans Saints,12.0,20.625,22.375,Washington Commanders,1.75,Different,Away Team,0,No,No,No,No,No,3.0,-3.0,268,-346,0.2717,0.7758,0.2594,0.7406,-0.0721,0.0721,-0.0964333333333333,-0.0419666666666666,1.0,2.0,False,False,False,False,0,3.0,-4.5,5.5,New Orleans Saints,Washington Commanders,7.5,0.0,1,0,0.4679441949463256,0,0,0.8826710063512984,0.7521666810243073
Week 16,2024-12-15,4:25 pm,Buffalo Bills,Detroit Lions,7.0,10.0,-3.0,3.0,5.0,-1.0,Ford Field,True,6.0,-6.0,AFC East,Highmark Stadium,42.773739,-78.786978,America/New_York,NFC North,Ford Field,42.340156,-83.045808,America/New_York,42.340156,-83.045808,America/New_York,219,0,-219,219,0.0,0.0,America/Los_Angeles,America/New_York,-3.0,0.0,0.0,0.0,0.0,0.0,5,4,Detroit Lions,1,8.75,0.25,Detroit Lions,8.5,7.0,5.0,Detroit Lions,2.0,10.75,1.25,Detroit Lions,9.5,Same,Home Team,0,No,No,No,No,No,2.0,-2.0,117,-142,0.4608,0.5868,0.4399,0.5601,-0.0514,0.0514,0.1385333333333333,0.0142333333333333,5.0,3.0,False,False,False,False,0,4.0,2.5,0.5,Detroit Lions,Buffalo Bills,2.5,2.5177105199386935e-05,1,0,0.0086105699781903,0,0,0.9070705760837493,0.7277671112918559
Week 16,2024-12-15,4:25 pm,Indianapolis Colts,Denver Broncos,14.0,13.0,1.0,-1.0,-17.0,-10.0,Empower Field at Mile High,False,-7.0,7.0,AFC South,Lucas Oil Stadium,39.760056,-86.163806,America/New_York,AFC West,Empower Field at Mile High,39.743936,-105.020097,America/Denver,39.743936,-105.020097,America/Denver,999,0,-999,999,2.0,0.0,America/New_York,America/Denver,2.0,0.0,2.0,0.0,2.0,0.0,20,29,Indianapolis Colts,9,19.375,27.625,Indianapolis Colts,8.25,19.0,29.0,Indianapolis Colts,10.0,18.375,27.625,Indianapolis Colts,9.25,Same,Away Team,0,No,No,No,No,No,-2.5,2.5,-128,105,0.5614,0.4878,0.5351,0.4649,0.0635,-0.0635,0.0593333333333333,-0.1702,3.5,0.0,False,False,False,False,0,-4.5,-3.0,3.5,Indianapolis Colts,Denver Broncos,1.5,0.0001309209470368,1,0,0.0007049589455828,0,0,0.7594486082985639,0.8753890790770417
Week 16,2024-12-15,4:25 pm,New England Patriots,Arizona Cardinals,14.0,7.0,7.0,-7.0,12.0,-3.0,State Farm Stadium,False,15.0,-15.0,AFC East,Gillette Stadium,42.090925,-71.26435,America/New_York,NFC West,State Farm Stadium,33.5277,-112.262608,America/Denver,33.5277,-112.262608,America/Denver,2290,0,-2290,2290,2.0,0.0,America/New_York,America/Denver,2.0,0.0,2.0,0.0,2.0,0.0,31,26,Arizona Cardinals,5,21.625,33.375,New England Patriots,11.75,27.0,24.0,Arizona Cardinals,3.0,17.625,31.375,New England Patriots,13.75,Different,Away Team,0,No,No,No,No,No,3.5,-3.5,208,-261,0.3247,0.723,0.3099,0.6901,-0.1164,0.1164,-0.1385333333333333,-0.0943666666666666,0.5,1.0,False,False,False,False,0,0.5,-5.5,4.0,Arizona Cardinals,New England Patriots,6.0,0.0,1,0,0.1119550336901138,0,0,1.0331000963917218,0.6017375909838858
Week 16,2024-12-15,4:25 pm,Pittsburgh Steelers,Philadelphia Eagles,7.0,7.0,0.0,0.0,-2.0,12.0,Lincoln Financial Field,False,-14.0,14.0,AFC North,Acrisure Stadium,40.446786,-80.015761,America/New_York,NFC East,Lincoln Financial Field,39.900775,-75.167453,America/New_York,39.900775,-75.167453,America/New_York,259,0,-259,259,0.0,0.0,America/New_York,America/New_York,0.0,0.0,0.0,0.0,0.0,0.0,19,8,Philadelphia Eagles,11,22.25,4.75,Philadelphia Eagles,17.5,16.0,4.0,Philadelphia Eagles,12.0,19.25,0.75,Philadelphia Eagles,18.5,Same,Home Team,0,No,No,No,No,No,3.0,-3.0,181,-224,0.3559,0.6914,0.3398,0.6602,-0.1038,0.1038,-0.1096333333333333,0.0973,1.0,4.5,False,False,False,False,0,4.0,-0.5,2.5,Philadelphia Eagles,Pittsburgh Steelers,4.5,0.0,1,0,0.0064956931414418,0,0,1.0732822896793535,0.5615553976962466
Week 16,2024-12-15,4:25 pm,Tampa Bay Buccaneers,Los Angeles Chargers,7.0,7.0,0.0,0.0,-7.0,-10.0,SoFi Stadium,False,3.0,-3.0,NFC South,Raymomd James Stadium,27.975967,-82.50335,America/New_York,AFC West,SoFi Stadium,33.953587,-118.33963,America/Los_Angeles,33.953587,-118.33963,America/Los_Angeles,2150,0,-2150,2150,3.0,0.0,America/New_York,America/Chicago,3.0,2.0,3.0,0.0,3.0,0.0,21,14,Los Angeles Chargers,7,19.125,12.875,Los Angeles Chargers,6.25,21.0,17.0,Los Angeles Chargers,4.0,19.125,15.875,Los Angeles Chargers,3.25,Same,Home Team,0,No,No,No,No,No,3.0,-3.0,156,-191,0.3906,0.6564,0.3731,0.6269,-0.0721,0.0721,0.0171333333333333,0.0615666666666666,3.0,4.0,False,False,False,False,0,2.5,-1.0,1.5,Los Angeles Chargers,Tampa Bay Buccaneers,3.5,0.0,1,0,0.0065460473518406,0,0,1.0185692039105694,0.6162684834650372
Week 16,2024-12-15,8:20 pm,Green Bay Packers,Seattle Seahawks,10.0,7.0,3.0,-3.0,12.0,-17.0,Lumen Field,True,29.0,-29.0,NFC North,Lambeau Field,44.501306,-88.062167,America/Chicago,NFC West,Lumen Field,47.595153,-122.331625,America/Los_Angeles,47.595153,-122.331625,America/Los_Angeles,1642,0,-1642,1642,2.0,0.0,America/New_York,America/Denver,3.0,1.0,2.0,0.0,2.0,0.0,10,22,Green Bay Packers,12,2.875,27.125,Green Bay Packers,24.25,12.0,19.0,Green Bay Packers,7.0,4.875,24.125,Green Bay Packers,19.25,Same,Away Team,0,No,No,No,No,No,-1.0,1.0,224,-282,0.3086,0.7382,0.2948,0.7052,0.0174,-0.0174,0.0944,-0.0801,4.5,1.5,False,False,False,False,0,1.5,-5.0,4.5,Seattle Seahawks,Green Bay Packers,6.5,6.546047351840603e-05,1,0,0.077739347724147,0,0,1.0871626566892354,0.5476750306863627
Week 16,2024-12-16,8:00 pm,Chicago Bears,Minnesota Vikings,8.0,8.0,0.0,0.0,3.0,11.0,U.S Bank Stadium,True,-8.0,8.0,NFC North,Soldier Field,41.862306,-87.616672,America/Chicago,NFC North,U.S Bank Stadium,44.973881,-93.258094,America/Chicago,44.973881,-93.258094,America/Chicago,355,0,-355,355,0.0,0.0,America/Los_Angeles,America/Chicago,-2.0,0.0,0.0,0.0,0.0,0.0,15,24,Chicago Bears,9,17.5,21.5,Chicago Bears,4.0,19.0,22.0,Chicago Bears,3.0,21.5,19.5,Minnesota Vikings,2.0,Different,Home Team,1,No,No,No,No,No,-1.0,1.0,181,-224,0.3559,0.6914,0.3398,0.6602,0.0108,-0.0108,-0.0055,-0.0732999999999999,2.5,1.5,False,False,True,False,1,1.5,-3.0,2.5,Minnesota Vikings,Chicago Bears,4.5,8.182559189800753e-05,1,1,0.0628672316828691,0,1,1.0232819077134894,0.6115557796621185
Week 16,2024-12-16,8:30 pm,Atlanta Falcons,Las Vegas Raiders,8.0,8.0,0.0,0.0,6.0,0.0,Allegiant Stadium,True,6.0,-6.0,NFC South,Mercedez-Benz Stadium,33.757614,-84.400972,America/New_York,AFC West,Allegiant Stadium,36.090794,-115.183952,America/Los_Angeles,36.090794,-115.183952,America/Los_Angeles,1743,0,-1743,1743,3.0,0.0,America/Chicago,America/New_York,2.0,3.0,3.0,0.0,3.0,0.0,13,28,Atlanta Falcons,15,10.75,27.25,Atlanta Falcons,16.5,18.0,26.0,Atlanta Falcons,8.0,15.75,25.25,Atlanta Falcons,9.5,Same,Away Team,0,No,No,No,No,No,-1.0,1.0,-122,101,0.5495,0.4975,0.5248,0.4752,0.0108,-0.0108,0.1281999999999999,-0.0348666666666666,5.0,2.0,False,False,False,False,0,-2.0,-1.0,3.0,Atlanta Falcons,Las Vegas Raiders,1.0,0.0001007084207975,1,0,0.000654604735184,0,0,0.7763065122382706,0.8585311751373341
Week 17,2024-12-19,8:15 pm,Cleveland Browns,Cincinnati Bengals,4.0,4.0,0.0,0.0,3.0,-1.0,Paycor Stadium,False,4.0,-4.0,AFC North,Cleveland Browns Stadium,41.506022,-81.699564,America/New_York,AFC North,Paycor Stadium,39.095442,-84.516039,America/New_York,39.095442,-84.516039,America/New_York,223,0,-223,223,0.0,0.0,America/New_York,America/Chicago,0.0,-1.0,0.0,0.0,0.0,0.0,17,6,Cincinnati Bengals,11,18.0,5.0,Cincinnati Bengals,13.0,20.0,11.0,Cincinnati Bengals,9.0,21.0,10.0,Cincinnati Bengals,11.0,Same,Home Team,1,Yes,No,No,Yes,No,3.5,-3.5,171,-211,0.369,0.6785,0.3523,0.6477,-0.1092,0.1092,-0.0574,0.1372999999999999,2.0,4.5,False,False,False,False,1,3.0,-1.0,2.0,Cincinnati Bengals,Cleveland Browns,4.0,0.0041677190157181,1,1,0.009802475124969,0,1,1.0375012581287968,0.5704117232234569
Week 17,2024-12-21,1:00 pm,Houston Texans,Kansas City Chiefs,6.0,6.0,0.0,0.0,3.0,1.0,Arrowhead Stadium,False,2.0,-2.0,AFC South,NRG Stadium,29.684781,-95.410956,America/Chicago,AFC West,Arrowhead Stadium,39.048786,-94.484566,America/Chicago,39.048786,-94.484566,America/Chicago,649,0,-649,649,0.0,0.0,America/Chicago,America/New_York,0.0,1.0,0.0,0.0,0.0,0.0,7,1,Kansas City Chiefs,6,8.25,-0.25,Kansas City Chiefs,8.5,8.0,1.0,Kansas City Chiefs,7.0,9.25,-0.25,Kansas City Chiefs,9.5,Same,Home Team,0,No,No,No,No,No,4.5,-4.5,156,-191,0.3906,0.6564,0.3731,0.6269,-0.1447,0.1447,0.02525,0.1309,3.0,4.5,False,False,False,True,0,6.0,2.5,1.5,Kansas City Chiefs,Houston Texans,3.5,0.002083859507859,1,0,0.0027090173602167,0,0,1.0075537509162793,0.6003592304359681
Week 17,2024-12-21,4:30 pm,Pittsburgh Steelers,Baltimore Ravens,6.0,6.0,0.0,0.0,-2.0,12.0,M&T Stadium,True,-14.0,14.0,AFC North,Acrisure Stadium,40.446786,-80.015761,America/New_York,AFC North,M&T Stadium,39.277969,-76.622767,America/New_York,39.277969,-76.622767,America/New_York,197,0,-197,197,0.0,0.0,America/New_York,America/New_York,0.0,0.0,0.0,0.0,0.0,0.0,19,3,Baltimore Ravens,16,22.25,-0.25,Baltimore Ravens,22.5,16.0,3.0,Baltimore Ravens,13.0,19.25,-0.25,Baltimore Ravens,19.5,Same,Home Team,1,No,No,No,No,No,6.0,-6.0,181,-224,0.3559,0.6914,0.3398,0.6602,-0.1806,0.1806,-0.07415,0.095,1.5,4.0,False,False,False,True,1,4.0,-0.5,2.5,Baltimore Ravens,Pittsburgh Steelers,4.5,0.0,1,1,0.0046061630561716,0,1,1.0583758505964243,0.5495371307558305
Week 17,2024-12-22,1:00 pm,Arizona Cardinals,Carolina Panthers,7.0,7.0,0.0,0.0,-3.0,3.0,Bank of America Stadium,False,-6.0,6.0,NFC West,State Farm Stadium,33.5277,-112.262608,America/Denver,NFC South,Bank of America Stadium,35.225808,-80.852861,America/New_York,35.225808,-80.852861,America/New_York,1786,0,-1786,1786,-2.0,0.0,America/Denver,America/New_York,-2.0,0.0,-2.0,0.0,-2.0,0.0,26,32,Arizona Cardinals,6,30.25,29.75,Carolina Panthers,0.5,24.0,32.0,Arizona Cardinals,8.0,28.25,29.75,Arizona Cardinals,1.5,Different,Away Team,0,No,No,No,No,No,-1.0,1.0,-224,181,0.6914,0.3559,0.6602,0.3398,0.0174,-0.0174,-0.15025,-0.17485,0.5,0.5,False,False,False,False,0,-6.0,-1.5,6.5,Arizona Cardinals,Carolina Panthers,4.5,0.0851014881257517,1,0,0.0,0,0,0.6070239746218968,1.0008890067303509
Week 17,2024-12-22,1:00 pm,Detroit Lions,Chicago Bears,7.0,6.0,1.0,-1.0,0.0,2.0,Soldier Field,False,-2.0,2.0,NFC North,Ford Field,42.340156,-83.045808,America/New_York,NFC North,Soldier Field,41.862306,-87.616672,America/Chicago,41.862306,-87.616672,America/Chicago,236,0,-236,236,1.0,0.0,America/New_York,America/Chicago,1.0,0.0,1.0,0.0,1.0,0.0,4,15,Detroit Lions,11,3.75,14.25,Detroit Lions,10.5,5.0,19.0,Detroit Lions,14.0,4.75,18.25,Detroit Lions,13.5,Same,Away Team,1,No,No,No,No,No,-2.0,2.0,-164,135,0.6212,0.4255,0.5935,0.4065,0.0427,-0.0427,0.0,0.0131,2.5,3.0,False,False,False,True,1,-1.0,2.0,5.0,Detroit Lions,Chicago Bears,3.0,0.0407102793455347,1,1,0.0046886838926829,0,1,0.680461476907744,0.9274515044445036
Week 17,2024-12-22,1:00 pm,Los Angeles Rams,New York Jets,10.0,7.0,3.0,-3.0,2.0,5.0,MetLife Stadium,True,-3.0,3.0,NFC West,SoFi Stadium,33.953587,-118.33963,America/Los_Angeles,AFC East,MetLife Stadium,40.812194,-74.076983,America/New_York,40.812194,-74.076983,America/New_York,2448,0,-2448,2448,-3.0,0.0,America/Los_Angeles,America/New_York,-3.0,0.0,-3.0,0.0,-3.0,0.0,16,11,New York Jets,5,17.875,12.125,New York Jets,5.75,15.0,13.0,New York Jets,2.0,16.875,14.125,New York Jets,2.75,Same,Home Team,0,No,No,No,No,No,3.0,-3.0,224,-282,0.3086,0.7382,0.2948,0.7052,-0.083,0.083,0.1636,0.0158,5.0,3.0,False,False,False,False,0,2.0,-4.5,4.5,New York Jets,Los Angeles Rams,6.5,8.668855552693723e-05,1,0,0.0308744624684399,0,0,1.1137887732041913,0.49412420814806124
Week 17,2024-12-22,1:00 pm,New England Patriots,Buffalo Bills,7.0,7.0,0.0,0.0,12.0,5.0,Highmark Stadium,True,7.0,-7.0,AFC East,Gillette Stadium,42.090925,-71.26435,America/New_York,AFC East,Highmark Stadium,42.773739,-78.786978,America/New_York,42.773739,-78.786978,America/New_York,386,0,-386,386,0.0,0.0,America/Denver,America/New_York,-2.0,0.0,0.0,0.0,0.0,0.0,31,5,Buffalo Bills,26,31.625,4.375,Buffalo Bills,27.25,27.0,7.0,Buffalo Bills,20.0,27.625,6.375,Buffalo Bills,21.25,Same,Home Team,1,No,No,No,No,No,7.5,-7.5,356,-483,0.2193,0.8285,0.2093,0.7907,-0.2478,0.2478,-0.0839,0.0839,1.5,4.0,False,False,False,False,1,4.5,-5.5,8.0,Buffalo Bills,New England Patriots,10.0,0.002083859507859,1,1,0.1326368241314265,0,1,1.1957096888992789,0.4122032924529789
Week 17,2024-12-22,1:00 pm,New York Giants,Atlanta Falcons,7.0,6.0,1.0,-1.0,0.0,5.0,Mercedez-Benz Stadium,False,-5.0,5.0,NFC East,MetLife Stadium,40.812194,-74.076983,America/New_York,NFC South,Mercedez-Benz Stadium,33.757614,-84.400972,America/New_York,33.757614,-84.400972,America/New_York,747,0,-747,747,0.0,0.0,America/New_York,America/Los_Angeles,0.0,-3.0,0.0,0.0,0.0,0.0,27,13,Atlanta Falcons,14,28.125,11.875,Atlanta Falcons,16.25,31.0,18.0,Atlanta Falcons,13.0,32.125,16.875,Atlanta Falcons,15.25,Same,Home Team,0,No,No,No,No,No,4.5,-4.5,249,-319,0.2865,0.7613,0.2734,0.7266,-0.1369,0.1369,-0.1001,0.1238499999999999,1.5,4.5,False,False,False,False,0,1.0,-6.0,5.0,Atlanta Falcons,New York Giants,7.0,0.0,1,0,0.1219507925751252,0,0,1.0877672484273806,0.5201457329248776
Week 17,2024-12-22,1:00 pm,Philadelphia Eagles,Washington Commanders,7.0,7.0,0.0,0.0,12.0,-2.0,FedExField,False,14.0,-14.0,NFC East,Lincoln Financial Field,39.900775,-75.167453,America/New_York,NFC East,FedExField,38.907697,-76.864517,America/New_York,38.907697,-76.864517,America/New_York,114,0,-114,114,0.0,0.0,America/New_York,America/Chicago,0.0,-1.0,0.0,0.0,0.0,0.0,8,25,Philadelphia Eagles,17,7.75,25.25,Philadelphia Eagles,17.5,4.0,28.0,Philadelphia Eagles,24.0,3.75,28.25,Philadelphia Eagles,24.5,Same,Away Team,1,No,No,No,No,No,-3.0,3.0,-224,181,0.6914,0.3559,0.6602,0.3398,0.083,-0.083,0.10445,-0.1031499999999999,4.0,1.5,False,False,False,False,1,-2.5,2.0,6.5,Philadelphia Eagles,Washington Commanders,4.5,0.0184246522246867,1,1,0.0,0,1,0.5591664844197629,1.0487464969324982
Week 17,2024-12-22,1:00 pm,Tennessee Titans,Indianapolis Colts,7.0,7.0,0.0,0.0,10.0,-17.0,Lucas Oil Stadium,False,27.0,-27.0,AFC South,Nissan Stadium,36.166461,-86.771289,America/Chicago,AFC South,Lucas Oil Stadium,39.760056,-86.163806,America/New_York,39.760056,-86.163806,America/New_York,250,0,-250,250,-1.0,0.0,America/Chicago,America/Denver,-1.0,-2.0,-1.0,0.0,-1.0,0.0,20,20,Tie,0,19.125,21.875,Tennessee Titans,2.75,24.0,19.0,Indianapolis Colts,5.0,23.125,20.875,Indianapolis Colts,2.25,Different,Home Team,1,No,No,No,No,No,3.5,-3.5,117,-142,0.4608,0.5868,0.4399,0.5601,-0.1092,0.1092,-0.1069499999999999,0.0344,1.0,3.0,False,False,False,False,1,-1.0,-3.5,0.5,Indianapolis Colts,Tennessee Titans,2.5,3.334175212574509e-05,1,1,0.0604819383561015,0,1,0.8549571309266375,0.7529558504256105
Week 17,2024-12-22,4:05 pm,Denver Broncos,Los Angeles Chargers,7.0,7.0,0.0,0.0,-10.0,-10.0,SoFi Stadium,False,0.0,0.0,AFC West,Empower Field at Mile High,39.743936,-105.020097,America/Denver,AFC West,SoFi Stadium,33.953587,-118.33963,America/Los_Angeles,33.953587,-118.33963,America/Los_Angeles,836,0,-836,836,1.0,0.0,America/Denver,America/Los_Angeles,1.0,0.0,1.0,0.0,1.0,0.0,29,14,Los Angeles Chargers,15,29.5,12.5,Los Angeles Chargers,17.0,29.0,17.0,Los Angeles Chargers,12.0,29.5,15.5,Los Angeles Chargers,14.0,Same,Home Team,1,No,No,No,No,No,3.0,-3.0,314,-416,0.2415,0.8062,0.2305,0.7695,-0.1225,0.1225,-0.19405,0.0311,0.0,3.0,False,False,False,False,1,2.5,-6.5,7.0,Los Angeles Chargers,Denver Broncos,9.0,0.0,1,1,0.3497816532007665,0,1,1.0178133911781155,0.5900995901741442
